CHR	STRAND	TSS	GENE
10	-	75571589	NDST2
10	-	75634349	CAMK2G
10	+	75670861	PLAU
10	-	75682535	C10orf55
10	+	75757871	VCL
10	-	75910826	AP3M1
10	+	75910942	ADK
10	+	75936246	ADK
10	+	76586170	KAT6B
10	-	7661636	ITIH5
10	-	76818272	DUPD1
10	-	76859248	DUSP13
10	-	76868970	DUSP13
10	+	76871392	SAMD8
10	+	76969911	VDAC2
10	+	76970299	VDAC2
10	-	76995770	COMTD1
10	+	77056140	ZNF503-AS1
10	-	7708961	ITIH5
10	+	77161285	ZNF503-AS2
10	-	77161513	ZNF503
10	+	77162654	ZNF503-AS2
10	+	77162811	ZNF503-AS2
10	+	77163513	ZNF503-AS2
10	+	77163634	ZNF503-AS2
10	+	77163922	ZNF503-AS2
10	+	77168914	RP11-399K21.14
10	+	7745235	ITIH2
10	+	77542518	C10orf11
10	-	7829990	KIN
10	+	7830092	ATP5C1
10	+	7860466	TAF3
10	-	79397577	KCNMA1
10	-	79686348	DLG5
10	+	79686569	DLG5-AS1
10	-	79789298	POLR3A
10	+	79793517	RPS24
10	+	80008381	LINC00856
10	+	80027084	LINC00595
10	-	80827205	ZMIZ1-AS1
10	+	80828791	ZMIZ1
10	-	8094454	GATA3-AS1
10	-	8094458	GATA3-AS1
10	-	8095385	GATA3-AS1
10	-	8095412	GATA3-AS1
10	-	8095447	GATA3-AS1
10	+	8096666	GATA3
10	+	81107219	PPIF
10	-	81205383	ZCCHC24
10	+	81272356	EIF5AL1
10	-	81320163	SFTPA2
10	+	81370694	SFTPA1
10	+	81442730	BEND3P3
10	+	81462982	NUTM2B
10	+	81585657	LOC642361
10	+	81664653	LOC100288974
10	+	81679933	MBL1P
10	-	81708861	SFTPD
10	+	81838401	TMEM254
10	+	81838778	TMEM254
10	-	81838949	TMEM254-AS1
10	+	81839000	TMEM254
10	+	81892257	PLAC9
10	-	81964247	ANXA11
10	-	81965328	ANXA11
10	-	81965433	ANXA11
10	+	81967465	LINC00857
10	-	82049434	MAT1A
10	+	82104500	DYDC2
10	-	82116514	DYDC1
10	+	82116523	DYDC2
10	+	82167584	FAM213A
10	+	82168241	FAM213A
10	+	82173574	FAM213A
10	+	82214037	TSPAN14
10	+	82297657	SH2D4B
10	+	82300574	SH2D4B
10	-	8310268	LINC00708
10	+	83635069	NRG3
10	+	83637442	NRG3
10	+	85899184	GHITM
10	+	85933553	C10orf99
10	+	85954390	CDHR1
10	-	85985345	LRIT2
10	-	86001217	LRIT1
10	+	86004808	RGR
10	+	86039735	LINC00858
10	+	86088344	CCSER2
10	+	86184694	CCSER2
10	+	86184937	CCSER2
10	+	87337487	GRID1-AS1
10	-	88024545	MIR346
10	-	88126250	GRID1
10	-	88281541	WAPAL
10	+	88414313	OPN4
10	+	88428205	LDB3
10	+	88428320	LDB3
10	+	88428425	LDB3
10	+	88516395	BMPR1A
10	-	88717425	MMRN2
10	+	88718287	SNCG
10	+	88728187	ADIRF
10	+	88730497	AGAP11
10	+	88780045	FAM25A
10	-	88854776	GLUD1
10	+	88854952	FAM35A
10	+	88985204	NUTM2A
10	+	89102167	LOC439994
10	-	89102315	NUTM2A-AS1
10	+	89117476	NUTM2D
10	-	89167457	LINC00864
10	+	89263637	MIR4678
10	+	89264222	MINPP1
10	+	89267589	MINPP1
10	+	89419475	PAPSS2
10	-	89577917	ATAD1
10	+	89578069	CFL1P1
10	-	89623194	KLLN
10	+	89623194	PTEN
10	-	90343082	RNLS
10	+	90346518	LIPJ
10	+	90424145	LIPF
10	+	90484300	LIPK
10	+	90521162	LIPN
10	+	90562486	LIPM
10	-	90611732	ANKRD22
10	+	90639943	STAMBPL1
10	-	90712580	ACTA2
10	+	90750287	FAS
10	-	90751147	ACTA2
10	-	90752732	FAS-AS1
10	+	90823092	MIR4679-1
10	-	90823168	MIR4679-2
10	-	90967071	CH25H
10	-	91011665	LIPA
10	-	91011796	LIPA
10	+	91061705	IFIT2
10	+	91087575	IFIT3
10	+	91092235	IFIT3
10	+	91137812	IFIT1B
10	+	91152302	IFIT1
10	+	91174324	IFIT5
10	-	91295313	SLC16A12
10	-	91352584	MIR107
10	-	91403648	PANK1
10	-	91405329	PANK1
10	-	91457685	FLJ37201
10	+	91461346	KIF20B
10	+	91589249	LINC00865
10	-	91717130	RP11-478K7.2
10	-	92300562	RP11-15K3.1
10	-	92617671	HTR7
10	+	92631708	RPP30
10	-	92681032	ANKRD1
10	+	92805564	LINC00502
10	-	92912837	NUDT9P1
10	+	92922768	PCGF5
10	+	92979907	PCGF5
10	+	92980358	PCGF5
10	+	93170041	HECTD2
10	+	9317575	LINC00709
10	-	93371217	LOC100188947
10	-	93392858	PPP1R3C
10	-	93557953	TNKS2-AS1
10	-	93558048	TNKS2-AS1
10	+	93558150	TNKS2
10	-	93669258	FGFBP3
10	+	93683735	BTAF1
10	-	94003036	CPEB3
10	-	94050875	CPEB3
10	+	94050919	MARCH5
10	+	94178417	MARK2P9
10	-	94257518	IDE
10	-	94333852	IDE
10	+	94352824	KIF11
10	+	94449680	HHEX
10	+	94594469	EXOC6
10	+	94608224	EXOC6
10	+	94821020	CYP26C1
10	+	94833231	CYP26A1
10	+	94833646	CYP26A1
10	-	95178	TUBB8
10	-	95242074	MYOF
10	+	95256368	CEP55
10	+	95256388	CEP55
10	+	95326421	FFAR4
10	-	95360993	RBP4
10	+	95372344	PDE6C
10	-	95462329	FRA10AC1
10	+	95517565	LGI1
10	+	95653729	SLC35G1
10	-	95721672	PIPSL
10	+	95753745	PLCE1
10	+	95848782	PLCE1
10	-	96046827	PLCE1-AS1
10	-	96122683	NOC3L
10	+	96162185	TBC1D12
10	+	96305523	HELLS
10	+	96443250	CYP2C18
10	+	96522462	CYP2C19
10	+	96698414	CYP2C9
10	-	96829254	CYP2C8
10	+	96953956	C10orf129
10	-	97050905	PDLIM1
10	-	97200937	SORBS1
10	-	97321177	SORBS1
10	-	97416567	ALDH18A1
10	-	97453900	TCTN3
10	+	97471535	ENTPD1
10	+	97515408	ENTPD1
10	+	97515672	ENTPD1
10	+	97667721	C10orf131
10	+	97759847	CC2D2B
10	-	977645	LARP4B
10	+	97803158	CCNJ
10	-	97824156	MIR3157
10	-	97849992	ENTPD1-AS1
10	+	97889471	ZNF518A
10	+	97889812	ZNF518A
10	-	98031273	BLNK
10	-	98031333	BLNK
10	+	98064084	DNTT
10	-	98116916	OPALIN
10	-	98119122	OPALIN
10	-	98273683	TLL2
10	-	98346809	TM9SF3
10	-	98480279	PIK3AP1
10	+	98592016	LCOR
10	+	98592711	LCOR
10	+	98741040	C10orf12
10	+	98862512	RP11-453E2.2
10	-	98945683	SLIT1
10	-	99030447	ARHGAP19
10	-	99052430	ARHGAP19
10	-	99052430	ARHGAP19-SLIT1
10	+	99079021	FRAT1
10	-	99094458	FRAT2
10	-	99161127	RRP12
10	+	99186026	PGAM1
10	-	99205768	EXOSC1
10	+	99205887	ZDHHC16
10	-	99258366	MMS19
10	-	99258551	MMS19
10	+	99258638	UBTD1
10	+	99332197	ANKRD2
10	+	99344101	HOGA1
10	+	99349449	C10orf62
10	+	99354974	MIR5692C2
10	-	99393344	MORN4
10	-	99393913	MORN4
10	+	99400442	PI4K2A
10	-	99447015	AVPI1
10	+	99473464	MARVELD1
10	+	99496877	ZFYVE27
10	+	99498233	ZFYVE27
10	-	99531756	SFRP5
10	-	99609555	LINC00866
10	+	99609994	GOLGA7B
10	-	99790585	CRTAC1
10	+	99894380	R3HCC1L
1	-	10002826	LZIC
1	+	10003485	NMNAT1
1	+	100111430	PALMD
1	+	100154610	MIR548AA1
1	-	100178513	MIR548D1
1	-	100231349	FRRS1
1	+	100315639	AGL
1	+	100316044	AGL
1	+	100316530	AGL
1	+	100326765	AGL
1	+	100435344	SLC35A3
1	+	100435991	SLC35A3
1	+	100503788	HIAT1
1	+	10057254	RBP7
1	-	100598511	SASS6
1	+	100598705	TRMT13
1	-	100643829	LRRC39
1	-	100715409	DBT
1	+	100731713	RTCA
1	-	100731730	RP11-305E17.6
1	+	100746796	MIR553
1	+	100818022	CDC14A
1	+	10093040	UBE4B
1	-	1009687	RNF223
1	+	101003727	GPR88
1	-	101112560	RP11-84O12.4
1	+	101185195	VCAM1
1	-	101360735	EXTL2
1	+	101361631	SLC30A7
1	+	101361633	SLC30A7
1	-	101491362	DPH5
1	+	101491401	RP11-421L21.3
1	-	101702084	LOC101928370
1	+	101702304	S1PR1
1	-	101806451	RNU6-31P
1	-	102312636	OLFM3
1	+	102337566	DNAJA1P5
1	-	102462790	OLFM3
1	+	10270763	KIF1B
1	-	103574052	COL11A1
1	-	104068105	LOC101928436
1	+	104068577	RNPC3
1	+	104097265	AMY2B
1	+	104112025	ACTG1P4
1	+	104159998	AMY2A
1	+	104198140	AMY1A
1	+	104198301	AMY1A
1	+	104198302	AMY1C
1	+	104198324	AMY1B
1	-	104238889	AMY1B
1	-	104238911	AMY1C
1	-	104238912	AMY1A
1	-	104239073	AMY1A
1	+	104292278	AMY1A
1	+	104292439	AMY1A
1	+	104292440	AMY1C
1	+	104292462	AMY1B
1	+	10459084	PGD
1	+	104615644	LOC100129138
1	+	10490158	APITD1
1	+	10490158	APITD1-CORT
1	+	10490803	APITD1
1	+	10490803	APITD1-CORT
1	+	10509775	CORT
1	-	1051736	C1orf159
1	-	10532613	DFFA
1	+	10535002	PEX14
1	+	1072396	RP11-465B22.5
1	+	107599266	PRMT6
1	+	107682628	NTNG1
1	+	107682744	NTNG1
1	-	108231126	VAV3
1	+	108439844	MIR7852
1	+	108507064	VAV3-AS1
1	-	108507545	VAV3
1	-	10856733	CASZ1
1	-	108735431	SLC25A24
1	-	108742980	SLC25A24
1	-	108786703	NBPF4
1	+	108992903	NBPF6
1	+	109102970	FAM102B
1	-	109203744	HENMT1
1	-	109204148	HENMT1
1	+	109234931	PRPF38B
1	+	109234934	PRPF38B
1	+	109255555	FNDC7
1	+	109289284	STXBP3
1	-	109399726	AKNAD1
1	+	109399838	SPATA42
1	-	109400864	AKNAD1
1	+	109419602	GPSM2
1	-	109493070	CLCC1
1	-	109506121	CLCC1
1	-	109584850	WDR47
1	-	109618624	TAF13
1	+	109633402	TMEM167B
1	+	109642814	SCARNA2
1	-	109656479	C1orf194
1	+	109656584	KIAA1324
1	+	109729170	KIAA1324
1	+	109756514	SARS
1	+	109792640	CELSR2
1	-	109825790	PSRC1
1	-	109849663	MYBPHL
1	-	109935979	SORT1
1	-	109940563	SORT1
1	-	109969070	PSMA5
1	-	109969081	PSMA5
1	-	109969108	PSMA5
1	+	110009099	SYPL2
1	+	110026560	ATXN7L2
1	+	110036657	CYB561D1
1	+	110036700	CYB561D1
1	-	110052336	AMIGO1
11	+	100558406	ARHGAP42
1	+	110082493	GPR61
11	+	100862810	TMEM133
1	+	110091185	GNAI3
11	-	100999794	PGR
11	+	100999807	LOC101054525
11	-	101000458	PGR
11	-	101000544	PGR
11	-	101390636	MIR3920
1	+	110141514	MIR197
11	-	101454659	TRPC6
1	-	110155705	GNAT2
1	+	110162434	AMPD2
1	+	110163202	AMPD2
1	+	110166609	AMPD2
1	+	110168048	AMPD2
11	+	101785745	KIAA1377
11	-	101787253	ANGPTL5
11	+	101918168	C11orf70
11	+	101981191	YAP1
11	+	101983170	YAP1
1	+	110198697	GSTM4
1	+	110210643	GSTM2
11	+	102188180	BIRC3
11	+	102217912	BIRC2
11	+	102218104	BIRC2
1	+	110230417	GSTM1
11	-	102323775	TMEM123
11	-	102401478	MMP7
1	+	1102483	MIR200B
11	-	102496063	MMP20
1	+	110254863	GSTM5
11	-	102576468	MMP27
11	-	102595685	MMP8
11	-	102651359	MMP10
11	+	102654406	WTAPP1
11	-	102668966	MMP1
11	-	102714342	MMP3
11	-	102745764	MMP12
11	-	102826463	MMP13
1	-	110283660	GSTM3
11	-	102962944	DCUN1D5
11	+	102980159	DYNC2H1
1	-	110306644	EPS8L3
11	-	10315754	SBF2
1	+	1103242	MIR200A
11	+	10326641	ADM
11	+	10329859	CAND1.11
11	-	1036706	MUC6
11	+	103720633	MIR4693
11	+	103907307	DDI1
11	-	104035027	PDGFD
1	-	11042094	C1orf127
1	+	1104384	MIR429
1	+	110453232	CSF1
11	+	10471867	AMPD3
11	+	10472223	AMPD3
11	+	10476665	AMPD3
11	-	104769397	CASP12
11	+	10477480	AMPD3
11	-	104788902	LOC643733
11	+	10482677	AMPD3
11	-	104827422	CASP4
11	-	104839325	CASP4
11	-	104893895	CASP5
11	-	104905884	CASP1
11	-	104916051	CARD16
11	-	104972158	CARD17
11	-	105010461	CARD18
1	+	110527386	AHCYL1
11	-	10529873	MIR4485
11	-	10530723	MTRNR2L8
1	+	110543548	AHCYL1
1	+	110546569	AHCYL1
11	+	105480799	GRIA4
11	+	105481410	GRIA4
11	-	10562774	RNF141
11	+	10562782	MRVI1-AS1
1	+	110574198	STRIP1
1	+	110577222	STRIP1
11	-	105892954	MSANTD4
11	-	10590365	LYVE1
11	+	105948291	AASDHPPT
11	-	105948465	KBTBD3
1	-	110613322	ALX3
1	+	110655061	UBL4B
11	-	10673848	MRVI1
11	-	106889171	GUCY1A2
1	+	110693131	SLC6A17
11	-	10715121	MRVI1
11	-	10715535	MRVI1
1	+	11072678	TARDBP
11	-	107328572	CWF19L2
11	-	107436461	ALKBH8
11	+	107461816	ELMOD1
11	+	107462470	LOC643923
11	+	1074874	MUC2
1	-	110752609	KCNC4-AS1
1	+	110753335	KCNC4
11	-	107582787	SLN
11	+	10772810	CTR9
11	-	107729914	SLC35F2
11	+	107799276	RAB39A
11	+	107879407	CUL5
11	+	107992257	ACAT1
11	-	108093365	NPAT
11	+	108093558	ATM
11	-	10823155	SNORD97
11	-	10829543	EIF4G2
11	-	10830582	EIF4G2
11	-	108338258	C11orf65
11	-	108369159	KDELC2
11	-	108464374	EXPH5
11	+	108535751	DDX10
11	-	10879620	ZBED5
11	+	10879763	ZBED5-AS1
1	-	110881793	RP5-1074L1.1
1	+	110881944	RBM15
1	+	1109285	TTLL10
11	+	109292845	C11orf87
1	-	110933704	SLC16A4
1	+	110950430	LAMTOR5-AS1
1	-	110950546	LAMTOR5
1	+	110993787	PROK1
11	+	109964086	ZC3H12C
11	-	110167437	RDX
1	+	111023387	CYMP
11	+	110300660	FDX1
1	-	111032880	LOC440602
11	-	110582773	ARHGAP20
11	-	110583451	ARHGAP20
11	-	110583912	ARHGAP20
1	-	111061797	KCNA10
1	-	11107296	MASP2
11	+	111126706	C11orf53
11	+	111169270	COLCA2
11	+	111169564	COLCA2
11	+	111169975	COLCA2
11	-	111170539	COLCA1
11	+	111218481	MIR4491
11	-	111250157	POU2AF1
11	-	111288911	RP11-794P6.1
11	-	111383079	BTG4
11	+	111383662	MIR34B
11	+	111384163	MIR34C
11	+	111385509	C11orf88
11	+	111411232	LAYN
11	+	111473169	SIK2
1	-	111148975	KCNA2
11	-	111637169	PPP2R1B
1	-	111174096	KCNA2
11	-	111742004	ALG9
11	-	111742305	ALG9
11	+	111749947	C11orf1
11	-	111750181	FDXACB1
11	-	111782750	CRYAB
11	+	111783459	HSPB2
11	+	111783459	HSPB2-C11orf52
11	-	111783937	CRYAB
11	+	111789600	C11orf52
11	+	111797867	DIXDC1
11	+	111807926	DIXDC1
11	+	111848032	DIXDC1
11	+	111895537	DLAT
11	-	111944895	PIH1D2
11	+	111944967	C11orf57
11	-	111957522	TIMM8B
11	+	111957547	SDHD
1	-	11120091	SRM
11	-	112034840	IL18
11	+	112038094	TEX12
11	+	112046207	BCO2
11	+	112047088	BCO2
11	+	112097087	PTS
11	-	112131583	PLET1
1	-	111214397	KCNA3
1	-	111216076	KCNA3
1	-	111217655	KCNA3
11	-	112426525	RP11-65M17.1
11	+	112831968	NCAM1
11	-	113144623	NCAM1-AS1
11	+	113185250	TTC12
11	+	113258512	ANKK1
11	-	113320810	MIR4301
11	-	113346001	DRD2
11	-	113577095	TMPRSS5
11	-	113644485	ZW10
11	+	113650517	CLDN25
11	-	113746256	USP28
11	-	11374904	CSNK2A3
11	+	113775517	HTR3B
11	+	113845796	HTR3A
11	+	113848221	HTR3A
11	+	113930430	ZBTB16
11	+	113931287	ZBTB16
1	+	111413820	CD53
1	+	111415721	CD53
11	+	114166534	NNMT
11	+	114271250	RBM7
11	-	114271272	C11orf71
11	+	114310107	REXO2
11	-	114430617	NXPE1
11	-	114466484	NXPE4
11	+	114549199	NXPE2
1	-	111506566	LRIF1
1	+	1115076	TTLL10
11	-	115375241	CADM1
11	-	115630918	LINC00900
1	-	11159938	EXOSC10
11	-	11643561	GALNT18
11	-	116643714	BUD13
11	-	116658739	ZPR1
11	-	116663136	APOA5
11	-	116694011	APOA4
11	+	116700623	APOC3
11	-	116708338	APOA1
11	-	11678269	MIR4299
1	+	111682248	CEPT1
1	+	111682832	CEPT1
1	-	111682838	DRAM2
11	-	116969131	SIK3
11	+	117014999	PAFAH1B2
11	+	117049938	SIDT2
11	+	117070039	TAGLN
11	-	117072630	LOC100652768
11	-	117103241	PCSK7
11	+	117103340	RNF214
11	+	117103451	RNF214
11	+	117162061	BACE1-AS
11	-	117166386	BACE1
11	-	117186972	BACE1
11	+	117192493	CEP164
11	+	117198570	CEP164
1	-	111743325	DENND2D
1	-	111747160	DENND2D
11	-	117667976	DSCAML1
11	-	117695459	FXYD2
11	-	117698807	FXYD2
1	+	111770280	CHI3L2
1	+	111772332	CHI3L2
11	-	117747746	FXYD6
11	-	117747746	FXYD6-FXYD2
11	-	117748201	FXYD6
11	-	117800168	TMPRSS13
11	+	117857105	IL10RA
11	+	117947726	TMPRSS4
11	-	117957508	TMPRSS4-AS1
11	-	118016184	SCN4B
11	-	118023630	SCN4B
11	-	118047337	SCN2B
11	-	11804769	MIR8070
11	-	118084074	AMICA1
11	-	118095809	AMICA1
11	-	118123083	MPZL3
11	-	118135251	MPZL2
11	+	118175294	CD3E
11	-	118213459	CD3D
11	+	118215058	CD3G
11	+	118230295	UBE4A
1	+	111823145	CHIAP2
11	+	118272103	ATP5L
11	-	118289530	LOC100131626
11	+	118307204	KMT2A
1	+	111833473	CHIA
11	+	118398209	TTC36
11	+	118401802	TMEM25
11	-	118436791	IFT46
11	+	118443101	ARCN1
11	+	118477212	PHLDB1
11	+	118478305	PHLDB1
11	+	118514717	MIR6716
11	-	118550381	TREH
11	+	11862969	USP47
11	-	118661657	DDX6
11	-	118661972	DDX6
11	+	118754474	CXCR5
11	+	118764100	CXCR5
11	+	118781416	MIR4492
11	-	118781613	BCL9L
11	+	118827007	UPK2
11	+	118842416	FOXR1
11	+	118868842	CCDC84
11	-	118874303	RPL23AP64
11	-	118889057	RPS25
11	+	118889240	TRAPPC4
11	+	118889653	MIR3656
1	+	111889194	PIFO
11	-	118900278	SLC37A4
11	-	118901616	SLC37A4
11	-	118927957	HYOU1
11	+	118938462	VPS11
11	+	118955586	HMBS
11	+	118958696	HMBS
11	-	118966177	H2AFX
11	-	118972785	DPAGT1
11	+	118978059	C2CD2L
11	+	118992232	HINFP
11	+	119019749	ABCG4
11	+	119020298	ABCG4
11	+	119039042	NLRX1
11	+	119039421	NLRX1
11	+	119056165	PDZD3
11	-	119066584	CCDC153
11	+	119076985	CBL
11	-	119183722	MIR6756
11	-	119187840	MCAM
11	+	119205209	RNF26
11	-	119211593	C1QTNF5
11	-	119217383	C1QTNF5
11	-	119217383	MFRP
11	-	119234892	USP2
11	-	119252436	USP2
11	+	119252487	USP2-AS1
11	-	119294246	THY1
1	-	111932473	PGCP1
11	-	119599435	PVRL1
1	-	111970399	OVGP1
1	+	111991742	ATP5F1
1	-	111991830	WDR77
11	-	120008863	TRIM29
11	+	120081746	OAF
11	+	120107348	POU2F3
11	+	120110902	POU2F3
11	-	120136641	RP11-778O17.4
1	+	112016603	C1orf162
11	+	120195837	TMEM136
11	+	120207617	ARHGEF12
11	-	12030186	DKK3
11	-	12030629	DKK3
11	-	12030917	DKK3
11	+	120382464	GRIK4
1	+	11203954	MTOR-AS1
11	+	120435144	GRIK4
11	+	120435194	GRIK4
1	-	112046743	ADORA3
11	+	120894802	TBCEL
11	+	120894812	TBCEL
11	+	120973374	TECTA
1	-	112106597	ADORA3
11	+	121163387	SC5D
11	+	121163576	SC5D
11	+	12132122	MICAL2
11	+	121322911	SORL1
1	-	112150940	LINC01160
11	+	12159936	MICAL2
1	+	112162404	RAP1A
11	+	12183625	MICAL2
11	+	12185229	MIR6124
11	-	121970552	MIR125B1
11	-	121986923	BLID
11	-	122017301	MIRLET7A2
11	-	122023016	MIR100
11	-	122073770	MIR100HG
11	+	122526397	UBASH3B
11	+	122709254	CRTAM
11	+	122753235	C11orf63
1	-	112282046	FAM212B
1	+	112282462	FAM212B-AS1
11	-	122852379	BSX
11	+	122888273	LOC341056
11	-	122933043	HSPA8
1	+	112298189	DDX20
1	-	112298419	FAM212B
11	-	123066007	CLMP
11	+	12308446	MICALCL
11	-	123252220	MIR4493
11	+	123396343	GRAMD1B
11	+	123430969	GRAMD1B
11	-	123525315	SCN3B
11	-	123612363	ZNF202
11	-	123625226	OR6X1
11	-	123677057	OR6M1
11	-	123756340	TMEM225
11	+	123777138	OR8D4
11	+	123810323	OR4D5
11	-	123814545	OR6T1
11	-	123848398	OR10S1
11	+	123886281	OR10G4
11	+	123893719	OR10G9
11	+	123900329	OR10G8
11	-	123909708	OR10G7
11	+	123986110	VWA5A
11	+	12399025	PARVA
1	-	112399527	KCND3-IT1
11	+	124095397	OR8G2
11	+	124120422	OR8G1
11	+	124134722	OR8G5
11	-	124180662	OR8D1
11	-	124190093	OR8D2
11	-	124253239	OR8B2
11	-	124267247	OR8B3
11	-	124294767	OR8B4
11	-	124310981	OR8B8
11	-	124413550	OR8B12
11	+	1244294	MUC5B
11	+	124439964	OR8A1
11	+	124481452	PANX3
11	+	124492741	TBRG1
11	+	124543739	SPA17
11	-	124543777	SIAE
11	-	124546199	SIAE
11	+	124609828	NRGN
11	-	124622109	VSIG2
11	-	124632223	ESAM
11	-	124670299	MSANTD2
11	+	124670323	RP11-677M14.7
11	+	124735304	ROBO3
11	-	124767831	ROBO4
11	+	124789145	HEPN1
11	-	124806308	HEPACAM
11	+	124824016	CCDC15
11	+	124933012	SLC37A2
1	+	11249345	ANGPTL7
11	-	124981604	TMEM218
11	-	124981659	TMEM218
11	+	125034558	PKNOX2
1	-	112531777	KCND3
1	+	112533189	LOC643355
11	-	125366206	FEZ1
11	+	125439282	EI24
11	+	125462689	STT3A
11	+	125495030	CHEK1
11	+	125496123	CHEK1
11	+	125496250	CHEK1
11	-	125550793	ACRV1
11	+	125616187	PATE1
11	-	125648714	PATE2
11	+	125658005	PATE3
11	+	125703210	PATE4
11	+	125753508	HYLS1
11	+	125756954	HYLS1
11	-	125773116	PUS3
11	+	125774260	DDX25
11	-	125933187	CDON
11	-	126081587	RPUSD4
11	+	126081618	FAM118B
11	-	126138877	SRPR
11	+	126138934	FOXRED1
11	+	126139039	FOXRED1
11	+	126152981	TIRAP
11	+	126173646	DCPS
11	-	126225482	ST3GAL4-AS1
11	+	126225539	ST3GAL4
11	+	126225788	ST3GAL4
11	+	126273310	ST3GAL4
11	+	126276076	ST3GAL4
11	+	126810641	KIRREL3-AS2
11	-	126858438	MIR3167
11	-	126870766	KIRREL3
11	+	126872804	KIRREL3-AS3
11	+	12695968	TEAD1
11	+	1277834	MIR6744
11	-	128392205	ETS1
11	+	128392284	MIR6090
11	-	128457453	ETS1
11	+	128556429	FLI1
11	+	128563810	FLI1
11	-	128565918	SENCR
11	-	128712429	KCNJ1
11	-	128737268	KCNJ1
11	+	128761312	KCNJ5
11	-	128775592	C11orf45
11	-	128775964	C11orf45
11	-	128776126	C11orf45
11	-	128807729	TP53AIP1
11	-	128813294	TP53AIP1
11	-	128894088	ARHGAP32
11	-	129062093	ARHGAP32
11	+	129245880	BARX2
1	+	112938799	CTTNBP2NL
11	+	129685740	TMEM45B
11	-	129762904	NFRKB
11	-	129765490	NFRKB
11	-	129817517	PRDM10
11	+	129872518	LINC00167
11	-	129872730	PRDM10
11	+	129939715	APLP2
11	+	129940462	APLP2
11	+	130029681	ST14
1	-	113004455	MIR4256
1	+	113010039	WNT2B
11	-	13011095	LINC00958
11	-	130184607	ZBTB44
11	-	130298539	ADAMTS8
11	+	13030969	RASSF10
11	+	130318868	ADAMTS15
1	+	113051369	WNT2B
11	+	130536629	MIR8052
11	+	130542850	C11orf44
11	-	130786382	SNX19
11	+	131240370	NTM
11	-	131410761	AP003025.2
1	-	113162040	ST7L
1	+	113162074	CAPZA1
11	+	131780711	NTM
11	-	131920	LINC01001
11	+	132154195	NTM-IT
1	+	113216933	MOV10
1	+	113217094	MOV10
1	-	11322608	MTOR
1	-	113249678	RHOC
1	-	113250025	RHOC
1	-	113257950	PPM1J
1	+	113263188	FAM19A3
11	-	132813037	OPCML
11	+	13299324	ARNTL
11	-	1330892	TOLLIP
11	+	1330937	TOLLIP-AS1
1	+	11333254	UBIAD1
11	-	133402403	OPCML
11	-	133715392	SPATA19
11	-	133768476	MIR4697
11	-	133771635	MIR4697HG
11	-	133826649	IGSF9B
11	+	133902166	RP11-713P17.3
1	-	113393265	RP11-426L16.8
11	+	133938819	JAM3
11	-	134094426	NCAPD3
11	+	134094560	VPS26B
11	-	134123260	THYN1
11	+	134123433	ACAD8
11	+	134146274	GLB1L3
11	+	134201767	GLB1L2
11	-	134281812	B3GAT1
11	+	134306375	LOC283177
1	+	113465971	AKR7A2P1
11	-	13484838	BTBD10
1	-	113498685	SLC16A1
1	-	113498975	SLC16A1
1	+	113499036	SLC16A1-AS1
11	-	13517567	PTH
1	-	113615724	RP11-31F15.2
1	+	113615830	LRIG2
11	+	13690205	FAR1
1	-	113748875	LOC643441
1	+	113933474	MAGI3
11	+	13984183	SPON1
11	+	1411128	BRSK2
1	-	1142089	TNFRSF18
1	-	114301777	PHTF1
11	+	1431672	BRSK2
11	+	1432381	BRSK2
1	-	114355070	RSBN1
11	-	14380031	RRAS2
11	-	14380073	RRAS2
11	-	14380730	RRAS2
11	-	14386052	RRAS2
1	+	114399256	AP4B1-AS1
1	-	114414375	PTPN22
1	-	114430169	BCL2L15
1	-	114447525	AP4B1
1	-	114447741	AP4B1
1	+	114447914	DCLRE1B
1	-	114471880	RP5-1073O3.7
1	+	114471995	HIPK1
1	-	114472147	RP5-1073O3.7
1	+	114493766	HIPK1
1	+	114496498	HIPK1
11	-	14521404	COPB1
11	-	14521415	COPB1
11	-	14521441	COPB1
1	+	114522012	OLFML3
11	-	14541991	PSMA1
11	-	14665180	PSMA1
11	+	14665268	PDE3B
1	-	114695062	SYT6
1	-	114696472	SYT6
11	-	14913751	CYP2R1
1	-	1149548	TNFRSF4
11	-	14993832	CALCA
1	-	115053781	TRIM33
11	-	1507948	MOB2
11	+	15095145	CALCB
1	-	115124265	BCAS2
11	+	15133969	INSC
11	+	15136483	INSC
11	+	15170647	INSC
1	-	115212732	DENND2C
1	-	115238239	AMPD1
1	-	115259515	NRAS
1	-	115300671	CSDE1
1	-	115323308	SIKE1
1	+	11539294	PTCHD2
1	+	115397423	SYCP1
1	+	115572444	TSHB
1	+	115576566	TSHB
1	-	115632121	TSPAN2
1	-	115880857	NGF
11	-	1593150	DUSP8
11	+	1593970	KRTAP5-AS1
11	-	15991167	MIR6073
11	-	1606513	KRTAP5-1
1	+	116184573	VANGL1
1	+	116185249	VANGL1
11	-	1619524	KRTAP5-2
11	-	1629693	KRTAP5-3
1	-	116311426	CASQ2
1	-	116383333	NHLH2
1	-	116383747	NHLH2
11	-	16424413	SOX6
11	-	16430430	SOX6
11	-	1643368	KRTAP5-4
11	-	16497935	SOX6
11	+	1651032	KRTAP5-5
1	+	116519118	SLC22A15
1	+	116654375	MAB21L3
